PredictionDate;MatchDate;LeagueId;Round;Home;Away;Score;Band;MatchStatus;HG;AG;Goals;Over25;BTTS;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup
2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Tammeka U21;Narva U21;85.58;ALTA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.67;13.0;13.0;7.06;6.95;10.8;9.6;8.89;7.5;8.12;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake;27;Annapolis Blues;Bethesda SC;85.34;ALTA;FINAL;4;1;5;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;1.8;13.0;13.0;5.31;9.44;8.4;10.8;6.67;10.0;6.92;2.3.0;;;
2026-07-12;2026-07-12;Iceland_Division_2;23;Kari;KFA;83.81;ALTA;FINAL;2;2;4;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;2.18;13.0;13.0;6.61;9.09;9.6;9.6;6.0;6.0;8.73;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Salem City;Wake FC;83.69;ALTA;FINAL;1;0;1;KO;KO;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;1.2;10.45;7.27;8.0;10.0;9.6;10.8;8.33;8.33;9.69;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatLakes;23;Ann Arbor;Kalamazoo FC;83.43;ALTA;SCHEDULED;;;;;;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;1.0;10.74;13.0;8.0;7.85;10.8;8.4;8.0;8.0;7.64;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLQueenslandU23;19;Queensland Lions U23;Eastern Suburbs U23;83.39;ALTA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;2.18;13.0;12.86;3.85;5.88;10.8;10.8;7.5;8.75;7.76;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_GreatPlains;20;Peoria;Springfield FC;83.29;ALTA;FINAL;5;1;6;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;6.0;13.0;9.45;3.64;10.0;7.2;10.8;6.0;10.0;7.2;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;26;Ironbound SC;Manhattan;83.12;ALTA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;2.67;13.0;13.0;4.73;9.5;8.4;10.8;5.0;8.0;8.02;2.3.0;;;
2026-07-12;2026-07-12;Australia_NSWLeagueOne;24;Central Coast Mariners U23;Blacktown Spartans;82.64;ALTA;FINAL;0;2;2;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;3.6;10.48;13.0;7.11;6.2;9.6;8.4;7.78;6.67;9.82;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLQueenslandU23;19;Gold Coast Blaze U23;Olympic FC U23;82.46;ALTA;FINAL;7;1;8;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;0.55;12.56;10.43;8.0;8.82;9.6;9.6;7.14;7.78;7.99;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_LoneStar;26;Houston Sur;San Antonio FC 2;81.02;ALTA;SCHEDULED;;;;;;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;4.5;4.83;10.74;8.0;10.0;10.8;9.6;8.0;8.0;6.55;2.3.0;;;
2026-07-12;2026-07-12;Iceland_Division_2;23;Dalvik/Reynir;Fjolnir;80.69;ALTA;FINAL;1;4;5;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;2.18;11.28;13.0;4.96;9.09;8.4;9.6;4.0;10.0;8.18;2.3.0;;;
2026-07-12;2026-07-12;Iceland_Division_2;23;Magni;Haukar;80.56;ALTA;FINAL;2;5;7;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;5.45;8.6;13.0;8.0;5.79;8.4;9.6;5.0;8.0;8.73;2.3.0;;;
2026-07-12;2026-07-12;Finland_Kakkonen_GroupC;14;SJK Akatemia 2;TP-47;80.47;ALTA;FINAL;0;0;0;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;0.67;10.21;11.82;7.27;8.68;10.8;9.6;8.33;6.0;7.09;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;29;Reading;LVU Rush;80.45;ALTA;SCHEDULED;;;;;;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;2.25;10.83;13.0;5.76;6.29;8.4;10.8;5.0;10.0;8.12;2.3.0;;;
2026-07-12;2026-07-12;Australia_NorthernNSWStateLeague;14;Toronto Awaba Stags;Wallsend Red Devils;80.15;ALTA;FINAL;2;2;4;OK;OK;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | BTTS basso: possibile partita a senso unico;6.0;7.27;13.0;8.0;5.94;9.6;9.6;7.14;6.67;6.92;2.3.0;;;
2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Brommapojkarna;Sirius;80.15;ALTA;FINAL;1;2;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;2.8;8.86;13.0;5.82;5.79;9.6;9.6;6.67;10.0;8.02;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Northeast;30;Black Rock;Boston City;79.85;ALTA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;4.67;9.55;7.73;4.48;10.0;8.4;10.8;6.67;8.33;9.23;2.3.0;;;
2026-07-12;2026-07-12;Iceland_Division_2;23;Kormakur/Hvot;Olafsvik;79.8;ALTA;FINAL;0;0;0;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;1.09;13.0;8.6;4.63;9.5;8.4;8.4;10.0;8.0;8.18;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Heartland;24;St. Croix;Rockford Raptors;79.49;ALTA;FINAL;3;0;3;OK;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole | BTTS basso: possibile partita a senso unico;1.5;11.82;10.21;8.0;9.09;10.8;7.2;10.0;4.0;6.87;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Northwest;34;West Seattle Junction;Portland Bangers;79.36;ALTA;FINAL;0;2;2;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;2.57;10.83;9.85;6.97;6.44;12.0;7.2;8.0;8.0;7.5;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_NorCal;28;Almaden;Davis Legacy;79.35;ALTA;FINAL;6;0;6;OK;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;2.57;11.82;9.09;3.36;10.0;7.2;10.8;10.0;6.67;7.85;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLNorthernNSW;19;Broadmeadow;Newcastle Olympic;79.12;ALTA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | profilo over esterno debole;3.82;13.0;11.12;4.49;8.02;9.6;7.2;8.75;5.0;8.12;2.3.0;;;
2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Fram;Thor Akureyri;78.7;ALTA;FINAL;6;1;7;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || CONTRO V23: v23: ospite poco prolifico;4.91;13.0;6.36;7.27;10.0;8.4;8.4;10.0;6.67;7.69;2.3.0;;;
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision;19;Chicago Fire II;New York Red Bulls II;78.26;ALTA;FINAL;3;0;3;OK;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;5.14;8.86;13.0;5.45;5.79;12.0;9.6;0.0;7.5;10.91;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLQueensland;19;Gold Coast;Olympic FC;78.22;ALTA;FINAL;3;0;3;OK;KO;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga;2.18;6.65;10.78;8.0;9.36;8.4;9.6;7.14;7.78;8.34;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Mountain;26;Atletico Union;Flatirons;78.05;ALTA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;2.0;9.13;7.09;6.61;10.0;8.4;10.8;8.0;8.0;8.02;2.3.0;;;
2026-07-12;2026-07-12;Estonia_EsiliigaB;19;Tartu Kalev;Legion;78.02;ALTA;FINAL;10;2;12;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico;1.33;12.8;4.8;8.0;10.0;10.8;12.0;7.5;7.78;7.0;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPL_NSW_U20;24;Sydney Utd U20;Rockdale Ilinden U20;77.75;ALTA;FINAL;6;0;6;OK;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;3.2;13.0;8.6;5.29;7.85;8.4;9.6;7.27;6.36;8.18;2.3.0;;;
2026-07-12;2026-07-12;Finland_Kakkonen_GroupA;13;Lahden Reipas;HIFK;77.51;ALTA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: profilo over esterno debole;2.67;13.0;12.41;6.18;5.45;10.8;7.2;8.0;4.0;7.8;2.3.0;;;
2026-07-12;2026-07-12;Australia_NorthernNSWStateLeague;14;West Wallsend;New Lambton;76.89;ALTA;SCHEDULED;;;;;;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico;2.0;10.91;13.0;8.0;6.64;8.4;7.2;6.67;7.14;6.92;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLQueensland;19;Queensland Lions;Eastern Suburbs;76.86;ALTA;FINAL;1;0;1;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga;1.64;13.0;11.12;4.28;6.95;8.4;9.6;6.25;7.5;8.12;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Charlotte Independ. 2;North Carolina FC U23;76.26;ALTA;FINAL;3;1;4;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte;3.6;12.27;10.34;2.24;9.47;6.0;8.4;6.67;10.0;7.27;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;21;McKinney Chupacabras;Texoma;76.26;ALTA;FINAL;1;2;3;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: profilo over interno debole;1.2;12.47;13.0;4.04;4.55;8.0;9.33;5.0;10.0;8.67;2.3.0;;;
2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Malmo FF;Göteborg;76.11;ALTA;FINAL;4;0;4;OK;KO;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | profilo over esterno debole;3.2;11.28;7.52;6.61;9.92;8.4;6.0;10.0;5.0;8.18;2.3.0;;;
2026-07-12;2026-07-12;Somalia_NationalLeague;19;Raadsan;Heegan;75.73;ALTA;FINAL;0;4;4;OK;KO;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | profilo over esterno debole;4.91;8.12;13.0;8.0;4.01;8.4;8.4;8.57;4.29;8.03;2.3.0;;;
2026-07-12;2026-07-12;Iceland_Division_2;23;Throttur Vogar;KFG Gardabaer;74.5;MEDIA;FINAL;5;1;6;OK;OK;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga;1.09;8.06;8.6;7.6;10.0;7.2;9.6;6.67;7.5;8.18;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Chesapeake;27;Hill City;Virginia Marauders;74.47;MEDIA;SCHEDULED;;;;;;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico;1.2;13.0;3.18;7.55;10.0;9.6;9.6;8.33;10.0;6.0;2.3.0;;;
2026-07-12;2026-07-12;Belarus_PershayaLiga;16;Volna Pinsk;Soligorsk;73.91;MEDIA;FINAL;2;4;6;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: nessun contro rilevante;0.35;9.71;12.24;5.45;5.84;10.8;8.4;6.25;7.14;7.71;2.3.0;;;
2026-07-12;2026-07-12;Norway_Eliteserien;19;Brann;Start;73.72;MEDIA;FINAL;2;1;3;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || CONTRO V23: v23: ospite poco prolifico;2.0;11.82;6.4;6.06;10.0;9.6;7.2;8.0;7.14;9.5;2.3.0;;;
2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Hafnarfjordur;Valur;73.57;MEDIA;FINAL;2;0;2;KO;KO;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole | profilo over esterno debole;3.27;8.18;10.13;8.0;8.77;8.4;7.2;5.0;5.71;8.9;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Tobacco Road;Port City;73.15;MEDIA;FINAL;2;3;5;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga || CONTRO V23: v23: ospite poco prolifico;1.2;10.91;5.0;8.0;10.0;9.6;10.8;6.67;6.67;8.31;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Metropolitan;26;Hudson Valley;Cedar;73.08;MEDIA;FINAL;2;2;4;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte | profilo over esterno debole;0.67;13.0;9.45;8.0;5.45;10.8;4.8;8.0;5.0;7.91;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_MidAtlantic;29;PA Classics;West Chester Utd;72.93;MEDIA;SCHEDULED;;;;;;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte;3.0;9.85;8.86;8.0;6.82;8.4;6.0;6.0;8.0;8.0;2.3.0;;;
2026-07-12;2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision;19;Philadelphia II;Huntsville;72.61;MEDIA;FINAL;0;0;0;KO;KO;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole || CONTRO V23: v23: ospite poco prolifico;6.0;8.64;5.91;3.64;9.09;7.2;12.0;4.44;10.0;9.69;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;Redlands FC;Ventura;72.55;MEDIA;FINAL;1;1;2;KO;OK;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS basso: possibile partita a senso unico;0.86;12.89;13.0;4.63;2.48;8.4;7.2;8.0;8.0;7.09;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;AMSG FC;Southern California;72.47;MEDIA;FINAL;1;2;3;OK;OK;PRO: difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;0.86;5.37;8.06;8.0;10.0;9.6;8.4;6.0;8.0;8.18;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Valley;25;Kings Hammer Columbus;Toledo Villa;72.46;MEDIA;FINAL;4;2;6;OK;OK;PRO: difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga;1.2;8.27;6.5;5.09;10.0;7.2;8.4;10.0;8.0;7.8;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPLNorthernNSW;19;Valentine;Kahibah;72.18;MEDIA;FINAL;3;2;5;OK;OK;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte;0.55;5.21;8.86;7.27;10.0;6.0;12.0;6.25;8.75;7.28;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthCentral;21;Columbus United;East Atlanta;71.02;MEDIA;SCHEDULED;;;;;;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte;4.0;8.06;8.86;6.28;10.0;4.8;8.4;6.0;6.0;8.62;2.3.0;;;
2026-07-12;2026-07-12;Australia_NPL_NSW_U20;24;Marconi S. U20;WS Wanderers U20;70.78;MEDIA;FINAL;3;1;4;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over trasferta non forte | BTTS basso: possibile partita a senso unico;1.2;10.21;11.55;3.8;10.0;7.2;6.0;7.0;7.0;6.82;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Southwest;28;Stars FC;Capo;70.77;MEDIA;FINAL;3;3;6;OK;OK;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: v22 monitora possibile sopravvalutazione weak_ga | trend over casa non forte | profilo over esterno debole;0.86;8.6;13.0;4.96;10.0;6.0;7.2;6.0;5.0;9.16;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_SouthAtlantic;37;Hickory;Asheville City;70.34;MEDIA;FINAL;0;0;0;KO;KO;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | profilo over interno positivo | profilo over esterno positivo || CONTRO: trend over trasferta non forte | BTTS basso: possibile partita a senso unico;1.2;12.73;10.83;3.64;2.65;10.8;6.0;8.33;8.0;6.15;2.3.0;;;
2026-07-12;2026-07-12;Iceland_BestaDeildKarla;19;Akureyri;Akranes;70.27;MEDIA;FINAL;3;2;5;OK;OK;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | profilo over interno debole;0.55;8.64;7.73;7.83;8.74;8.4;8.4;5.0;7.14;7.85;2.3.0;;;
2026-07-12;2026-07-12;USA_USLLeagueTwo_Ranger;21;Denton Diablos;Fort Worth Vaqueros;70.22;MEDIA;FINAL;1;0;1;KO;KO;PRO: attacco casa positivo | difesa trasferta vulnerabile | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | v22 monitora possibile sopravvalutazione weak_ga | BTTS basso: possibile partita a senso unico || CONTRO V23: v23: ospite poco prolifico;6.0;13.0;1.97;5.45;10.0;9.6;8.0;8.0;6.0;6.2;2.3.0;;;
2026-07-12;2026-07-12;Sweden_Allsvenskan;17;Hammarby;Kalmar;69.73;MEDIA;FINAL;2;0;2;KO;KO;PRO: attacco casa positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico: rischio 1-0 / 2-0 | BTTS basso: possibile partita a senso unico;4.0;12.8;7.52;4.24;6.2;7.2;7.2;8.33;6.0;6.23;2.3.0;;;
